ID ;Gender;Age_months;Age_group;Midtesting_age_months;Midtesting_age_group;AdditionalSupportNeeds;Mediansplit_midtesting_entiresample;Dropout;Reason_Dropout;StoppedEarly;Warm-up.Crit.reached;Trial_Nr;Success;Trial_correct;CumulativeNrCorrectSearches;CumulativeProportionCorrect;Nr.AdministeredTestTrials;Test.NrCorrectTrials;Test.NrErrors;Sanitycheck.NrTrials;ProportionCorrect;Video;Comment;PC1;PC2
28;m;47;3;49;4;Speech is slightly impaired;young;no;;no;yes, within 2 trials;3;no;0;2;0.666666667;8;6;2;8;0.75;ID28_AdditionalTask_Foil_m_3y;;;
28;m;47;3;49;4;Speech is slightly impaired;young;no;;no;yes, within 2 trials;4;yes;1;3;0.75;8;6;2;8;0.75;ID28_AdditionalTask_Foil_m_3y;;;
28;m;47;3;49;4;Speech is slightly impaired;young;no;;no;yes, within 2 trials;5;yes;1;4;0.8;8;6;2;8;0.75;ID28_AdditionalTask_Foil_m_3y;;;
28;m;47;3;49;4;Speech is slightly impaired;young;no;;no;yes, within 2 trials;6;yes;1;5;0.833333333;8;6;2;8;0.75;ID28_AdditionalTask_Foil_m_3y;;;
28;m;47;3;49;4;Speech is slightly impaired;young;no;;no;yes, within 2 trials;7;no;0;5;0.714285714;8;6;2;8;0.75;ID28_AdditionalTask_Foil_m_3y;;;
28;m;47;3;49;4;Speech is slightly impaired;young;no;;no;yes, within 2 trials;8;yes;1;6;0.75;8;6;2;8;0.75;ID28_AdditionalTask_Foil_m_3y;;;
29;f;49;4;50;4;no;old;no;;no;yes, within 2 trials;1;no;0;0;0;8;3;5;8;0.375;ID29_AdditionalTask_Foil_f_4y;"Q1: ""cup""";;
29;f;49;4;50;4;no;old;no;;no;yes, within 2 trials;2;no;0;0;0;8;3;5;8;0.375;ID29_AdditionalTask_Foil_f_4y;"Q1: ""cup""";;
29;f;49;4;50;4;no;old;no;;no;yes, within 2 trials;3;no;0;0;0;8;3;5;8;0.375;ID29_AdditionalTask_Foil_f_4y;"Q1: ""cup""";;
29;f;49;4;50;4;no;old;no;;no;yes, within 2 trials;4;no;0;0;0;8;3;5;8;0.375;ID29_AdditionalTask_Foil_f_4y;"Q1: ""cup""";;
29;f;49;4;50;4;no;old;no;;no;yes, within 2 trials;5;yes;1;1;0.2;8;3;5;8;0.375;ID29_AdditionalTask_Foil_f_4y;"Q1: ""cup""";;
29;f;49;4;50;4;no;old;no;;no;yes, within 2 trials;6;yes;1;2;0.333333333;8;3;5;8;0.375;ID29_AdditionalTask_Foil_f_4y;"Q1: ""cup""";;
29;f;49;4;50;4;no;old;no;;no;yes, within 2 trials;7;no;0;2;0.285714286;8;3;5;8;0.375;ID29_AdditionalTask_Foil_f_4y;"Q1: ""cup""";;
29;f;49;4;50;4;no;old;no;;no;yes, within 2 trials;8;yes;1;3;0.375;8;3;5;8;0.375;ID29_AdditionalTask_Foil_f_4y;"Q1: ""cup""";;
30;m;51;4;52;4;no;old;no;;no;yes, within 2 trials;1;no;0;0;0;8;5;3;8;0.625;ID30_AdditionalTask_Foil_m_4y;forgot to ask;;
30;m;51;4;52;4;no;old;no;;no;yes, within 2 trials;2;yes;1;1;0.5;8;5;3;8;0.625;ID30_AdditionalTask_Foil_m_4y;;;
30;m;51;4;52;4;no;old;no;;no;yes, within 2 trials;3;yes;1;2;0.666666667;8;5;3;8;0.625;ID30_AdditionalTask_Foil_m_4y;;;
30;m;51;4;52;4;no;old;no;;no;yes, within 2 trials;4;yes;1;3;0.75;8;5;3;8;0.625;ID30_AdditionalTask_Foil_m_4y;;;
30;m;51;4;52;4;no;old;no;;no;yes, within 2 trials;5;no;0;3;0.6;8;5;3;8;0.625;ID30_AdditionalTask_Foil_m_4y;;;
30;m;51;4;52;4;no;old;no;;no;yes, within 2 trials;6;no;0;3;0.5;8;5;3;8;0.625;ID30_AdditionalTask_Foil_m_4y;;;
30;m;51;4;52;4;no;old;no;;no;yes, within 2 trials;7;yes;1;4;0.571428571;8;5;3;8;0.625;ID30_AdditionalTask_Foil_m_4y;;;
30;m;51;4;52;4;no;old;no;;no;yes, within 2 trials;8;yes;1;5;0.625;8;5;3;8;0.625;ID30_AdditionalTask_Foil_m_4y;;;
31;f;44;3;44;3;no;young;no;;no;yes, within 2 trials;1;no;0;0;0;8;3;5;8;0.375;no video;;;
31;f;44;3;44;3;no;young;no;;no;yes, within 2 trials;2;yes;1;1;0.5;8;3;5;8;0.375;no video;;;
31;f;44;3;44;3;no;young;no;;no;yes, within 2 trials;3;yes;1;2;0.666666667;8;3;5;8;0.375;no video;;;
31;f;44;3;44;3;no;young;no;;no;yes, within 2 trials;4;yes;1;3;0.75;8;3;5;8;0.375;no video;;;
31;f;44;3;44;3;no;young;no;;no;yes, within 2 trials;5;no;0;3;0.6;8;3;5;8;0.375;no video;;;
31;f;44;3;44;3;no;young;no;;no;yes, within 2 trials;6;no;0;3;0.5;8;3;5;8;0.375;no video;;;
31;f;44;3;44;3;no;young;no;;no;yes, within 2 trials;7;no;0;3;0.428571429;8;3;5;8;0.375;no video;;;
31;f;44;3;44;3;no;young;no;;no;yes, within 2 trials;8;no;0;3;0.375;8;3;5;8;0.375;no video;;;
32;f;43;3;43;3;no;young;no;;no;yes, within 2 trials;1;no;0;0;0;8;5;3;8;0.625;ID32_AdditionalTask_Foil_f_3y;;1.515;-0.752
32;f;43;3;43;3;no;young;no;;no;yes, within 2 trials;2;yes;1;1;0.5;8;5;3;8;0.625;ID32_AdditionalTask_Foil_f_3y;;1.515;-0.752
32;f;43;3;43;3;no;young;no;;no;yes, within 2 trials;3;no;0;1;0.333333333;8;5;3;8;0.625;ID32_AdditionalTask_Foil_f_3y;;1.515;-0.752
32;f;43;3;43;3;no;young;no;;no;yes, within 2 trials;4;no;0;1;0.25;8;5;3;8;0.625;ID32_AdditionalTask_Foil_f_3y;;1.515;-0.752
32;f;43;3;43;3;no;young;no;;no;yes, within 2 trials;5;yes;1;2;0.4;8;5;3;8;0.625;ID32_AdditionalTask_Foil_f_3y;;1.515;-0.752
32;f;43;3;43;3;no;young;no;;no;yes, within 2 trials;6;yes;1;3;0.5;8;5;3;8;0.625;ID32_AdditionalTask_Foil_f_3y;;1.515;-0.752
32;f;43;3;43;3;no;young;no;;no;yes, within 2 trials;7;yes;1;4;0.571428571;8;5;3;8;0.625;ID32_AdditionalTask_Foil_f_3y;;1.515;-0.752
32;f;43;3;43;3;no;young;no;;no;yes, within 2 trials;8;yes;1;5;0.625;8;5;3;8;0.625;ID32_AdditionalTask_Foil_f_3y;;1.515;-0.752
33;f;46;3;47;3;mild developmental delay, non epileptic episode, sensory issues;young;yes;stopped game after 4th test trial;yes, after 4th test trial;yes, within 7 trials;1;no;0;0;0;4;2;2;4;0.5;ID33_AdditionalTask_Foil_f_3y_Dropout;;;
33;f;46;3;47;3;mild developmental delay, non epileptic episode, sensory issues;young;yes;stopped game after 4th test trial;yes, after 4th test trial;yes, within 7 trials;2;yes;1;1;0.5;4;2;2;4;0.5;ID33_AdditionalTask_Foil_f_3y_Dropout;;;
33;f;46;3;47;3;mild developmental delay, non epileptic episode, sensory issues;young;yes;stopped game after 4th test trial;yes, after 4th test trial;yes, within 7 trials;3;no;0;1;0.333333333;4;2;2;4;0.5;ID33_AdditionalTask_Foil_f_3y_Dropout;;;
33;f;46;3;47;3;mild developmental delay, non epileptic episode, sensory issues;young;yes;stopped game after 4th test trial;yes, after 4th test trial;yes, within 7 trials;4;yes;1;2;0.5;4;2;2;4;0.5;ID33_AdditionalTask_Foil_f_3y_Dropout;;;
34;f;46;3;46;3;global developmental delay;young;no;;no;yes, within 2 trials;1;yes;1;1;1;8;6;2;8;0.75;ID34_AdditionalTask_Foil_f_3y;forgot to ask, but poor language development anyway;;
34;f;46;3;46;3;global developmental delay;young;no;;no;yes, within 2 trials;2;yes;1;2;1;8;6;2;8;0.75;ID34_AdditionalTask_Foil_f_3y;forgot to ask, but poor language development anyway;;
34;f;46;3;46;3;global developmental delay;young;no;;no;yes, within 2 trials;3;yes;1;3;1;8;6;2;8;0.75;ID34_AdditionalTask_Foil_f_3y;forgot to ask, but poor language development anyway;;
34;f;46;3;46;3;global developmental delay;young;no;;no;yes, within 2 trials;4;no;0;3;0.75;8;6;2;8;0.75;ID34_AdditionalTask_Foil_f_3y;forgot to ask, but poor language development anyway;;
34;f;46;3;46;3;global developmental delay;young;no;;no;yes, within 2 trials;5;yes;1;4;0.8;8;6;2;8;0.75;ID34_AdditionalTask_Foil_f_3y;forgot to ask, but poor language development anyway;;
34;f;46;3;46;3;global developmental delay;young;no;;no;yes, within 2 trials;6;no;0;4;0.666666667;8;6;2;8;0.75;ID34_AdditionalTask_Foil_f_3y;forgot to ask, but poor language development anyway;;
34;f;46;3;46;3;global developmental delay;young;no;;no;yes, within 2 trials;7;yes;1;5;0.714285714;8;6;2;8;0.75;ID34_AdditionalTask_Foil_f_3y;forgot to ask, but poor language development anyway;;
34;f;46;3;46;3;global developmental delay;young;no;;no;yes, within 2 trials;8;yes;1;6;0.75;8;6;2;8;0.75;ID34_AdditionalTask_Foil_f_3y;forgot to ask, but poor language development anyway;;
35;m;37;3;38;3;no;young;no;;no;no;1;;0;;;;;;;;ID35_AdditionalTask_Foil_m_3y;;;
36;m;38;3;41;3;no;young;no;;no;yes, within 7 trials;1;no;0;0;0;8;2;6;8;0.25;ID36_AdditionalTask_Foil_m_3y;"kept asking ""who made the holes?""";;
36;m;38;3;41;3;no;young;no;;no;yes, within 7 trials;2;no;0;0;0;8;2;6;8;0.25;ID36_AdditionalTask_Foil_m_3y;"kept asking ""who made the holes?""";;
36;m;38;3;41;3;no;young;no;;no;yes, within 7 trials;3;no;0;0;0;8;2;6;8;0.25;ID36_AdditionalTask_Foil_m_3y;"kept asking ""who made the holes?""";;
36;m;38;3;41;3;no;young;no;;no;yes, within 7 trials;4;yes;1;1;0.25;8;2;6;8;0.25;ID36_AdditionalTask_Foil_m_3y;"kept asking ""who made the holes?""";;
36;m;38;3;41;3;no;young;no;;no;yes, within 7 trials;5;no;0;1;0.2;8;2;6;8;0.25;ID36_AdditionalTask_Foil_m_3y;"kept asking ""who made the holes?""";;
36;m;38;3;41;3;no;young;no;;no;yes, within 7 trials;6;no;0;1;0.166666667;8;2;6;8;0.25;ID36_AdditionalTask_Foil_m_3y;"kept asking ""who made the holes?""";;
36;m;38;3;41;3;no;young;no;;no;yes, within 7 trials;7;yes;1;2;0.285714286;8;2;6;8;0.25;ID36_AdditionalTask_Foil_m_3y;"kept asking ""who made the holes?""";;
36;m;38;3;41;3;no;young;no;;no;yes, within 7 trials;8;no;0;2;0.25;8;2;6;8;0.25;ID36_AdditionalTask_Foil_m_3y;"kept asking ""who made the holes?""";;
37;f;37;3;40;3;no;young;no;;no;yes, within 2 trials;1;no;0;0;0;8;3;5;8;0.375;ID37_AdditionalTask_Foil_f_3y;;;
37;f;37;3;40;3;no;young;no;;no;yes, within 2 trials;2;yes;1;1;0.5;8;3;5;8;0.375;ID37_AdditionalTask_Foil_f_3y;;;
37;f;37;3;40;3;no;young;no;;no;yes, within 2 trials;3;no;0;1;0.333333333;8;3;5;8;0.375;ID37_AdditionalTask_Foil_f_3y;;;
37;f;37;3;40;3;no;young;no;;no;yes, within 2 trials;4;no;0;1;0.25;8;3;5;8;0.375;ID37_AdditionalTask_Foil_f_3y;;;
37;f;37;3;40;3;no;young;no;;no;yes, within 2 trials;5;yes;1;2;0.4;8;3;5;8;0.375;ID37_AdditionalTask_Foil_f_3y;;;
37;f;37;3;40;3;no;young;no;;no;yes, within 2 trials;6;yes;1;3;0.5;8;3;5;8;0.375;ID37_AdditionalTask_Foil_f_3y;;;
37;f;37;3;40;3;no;young;no;;no;yes, within 2 trials;7;no;0;3;0.428571429;8;3;5;8;0.375;ID37_AdditionalTask_Foil_f_3y;;;
37;f;37;3;40;3;no;young;no;;no;yes, within 2 trials;8;no;0;3;0.375;8;3;5;8;0.375;ID37_AdditionalTask_Foil_f_3y;;;
45;f;48;4;51;4;no;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;7;1;8;0.875;ID45_AdditionalTask_Foil_f_4y;did not ask;;
45;f;48;4;51;4;no;old;no;;no;yes, within 2 trials;2;yes;1;2;1;8;7;1;8;0.875;ID45_AdditionalTask_Foil_f_4y;did not ask;;
45;f;48;4;51;4;no;old;no;;no;yes, within 2 trials;3;yes;1;3;1;8;7;1;8;0.875;ID45_AdditionalTask_Foil_f_4y;did not ask;;
45;f;48;4;51;4;no;old;no;;no;yes, within 2 trials;4;yes;1;4;1;8;7;1;8;0.875;ID45_AdditionalTask_Foil_f_4y;did not ask;;
45;f;48;4;51;4;no;old;no;;no;yes, within 2 trials;5;yes;1;5;1;8;7;1;8;0.875;ID45_AdditionalTask_Foil_f_4y;did not ask;;
45;f;48;4;51;4;no;old;no;;no;yes, within 2 trials;6;no;0;5;0.833333333;8;7;1;8;0.875;ID45_AdditionalTask_Foil_f_4y;did not ask;;
45;f;48;4;51;4;no;old;no;;no;yes, within 2 trials;7;yes;1;6;0.857142857;8;7;1;8;0.875;ID45_AdditionalTask_Foil_f_4y;did not ask;;
45;f;48;4;51;4;no;old;no;;no;yes, within 2 trials;8;yes;1;7;0.875;8;7;1;8;0.875;ID45_AdditionalTask_Foil_f_4y;did not ask;;
46;f;48;4;50;4;no;old;no;;no;yes, within 2 trials;1;no;0;0;0;8;2;6;8;0.25;ID46_AdditionalTask_Foil_f_4y;"""it's a bit tricky"", is clearly guessing, doesn't pay much attention";;
46;f;48;4;50;4;no;old;no;;no;yes, within 2 trials;2;no;0;0;0;8;2;6;8;0.25;ID46_AdditionalTask_Foil_f_4y;"""it's a bit tricky"", is clearly guessing, doesn't pay much attention";;
46;f;48;4;50;4;no;old;no;;no;yes, within 2 trials;3;yes;1;1;0.333333333;8;2;6;8;0.25;ID46_AdditionalTask_Foil_f_4y;"""it's a bit tricky"", is clearly guessing, doesn't pay much attention";;
46;f;48;4;50;4;no;old;no;;no;yes, within 2 trials;4;yes;1;2;0.5;8;2;6;8;0.25;ID46_AdditionalTask_Foil_f_4y;"""it's a bit tricky"", is clearly guessing, doesn't pay much attention";;
46;f;48;4;50;4;no;old;no;;no;yes, within 2 trials;5;no;0;2;0.4;8;2;6;8;0.25;ID46_AdditionalTask_Foil_f_4y;"""it's a bit tricky"", is clearly guessing, doesn't pay much attention";;
46;f;48;4;50;4;no;old;no;;no;yes, within 2 trials;6;no;0;2;0.333333333;8;2;6;8;0.25;ID46_AdditionalTask_Foil_f_4y;"""it's a bit tricky"", is clearly guessing, doesn't pay much attention";;
46;f;48;4;50;4;no;old;no;;no;yes, within 2 trials;7;no;0;2;0.285714286;8;2;6;8;0.25;ID46_AdditionalTask_Foil_f_4y;"""it's a bit tricky"", is clearly guessing, doesn't pay much attention";;
46;f;48;4;50;4;no;old;no;;no;yes, within 2 trials;8;no;0;2;0.25;8;2;6;8;0.25;ID46_AdditionalTask_Foil_f_4y;"""it's a bit tricky"", is clearly guessing, doesn't pay much attention";;
47;f;51;4;54;4;no;old;no;;no;yes, within 2 trials;1;no;0;0;0;8;4;4;8;0.5;ID47_AdditionalTask_Foil_f_4y;did not ask;2.440;-0.969
47;f;51;4;54;4;no;old;no;;no;yes, within 2 trials;2;no;0;0;0;8;4;4;8;0.5;ID47_AdditionalTask_Foil_f_4y;did not ask;2.440;-0.969
47;f;51;4;54;4;no;old;no;;no;yes, within 2 trials;3;yes;1;1;0.333333333;8;4;4;8;0.5;ID47_AdditionalTask_Foil_f_4y;did not ask;2.440;-0.969
47;f;51;4;54;4;no;old;no;;no;yes, within 2 trials;4;yes;1;2;0.5;8;4;4;8;0.5;ID47_AdditionalTask_Foil_f_4y;did not ask;2.440;-0.969
47;f;51;4;54;4;no;old;no;;no;yes, within 2 trials;5;yes;1;3;0.6;8;4;4;8;0.5;ID47_AdditionalTask_Foil_f_4y;did not ask;2.440;-0.969
47;f;51;4;54;4;no;old;no;;no;yes, within 2 trials;6;yes;1;4;0.666666667;8;4;4;8;0.5;ID47_AdditionalTask_Foil_f_4y;did not ask;2.440;-0.969
47;f;51;4;54;4;no;old;no;;no;yes, within 2 trials;7;no;0;4;0.571428571;8;4;4;8;0.5;ID47_AdditionalTask_Foil_f_4y;did not ask;2.440;-0.969
47;f;51;4;54;4;no;old;no;;no;yes, within 2 trials;8;no;0;4;0.5;8;4;4;8;0.5;ID47_AdditionalTask_Foil_f_4y;did not ask;2.440;-0.969
48;m;42;3;44;3;no;young;no;;no;yes, within 2 trials;1;no;0;0;0;8;3;5;8;0.375;ID48_AdditionalTask_Foil_m_3y;did not ask;0.654;1.058
48;m;42;3;44;3;no;young;no;;no;yes, within 2 trials;2;no;0;0;0;8;3;5;8;0.375;ID48_AdditionalTask_Foil_m_3y;did not ask;0.654;1.058
48;m;42;3;44;3;no;young;no;;no;yes, within 2 trials;3;no;0;0;0;8;3;5;8;0.375;ID48_AdditionalTask_Foil_m_3y;did not ask;0.654;1.058
48;m;42;3;44;3;no;young;no;;no;yes, within 2 trials;4;yes;1;1;0.25;8;3;5;8;0.375;ID48_AdditionalTask_Foil_m_3y;did not ask;0.654;1.058
48;m;42;3;44;3;no;young;no;;no;yes, within 2 trials;5;no;0;1;0.2;8;3;5;8;0.375;ID48_AdditionalTask_Foil_m_3y;did not ask;0.654;1.058
48;m;42;3;44;3;no;young;no;;no;yes, within 2 trials;6;yes;1;2;0.333333333;8;3;5;8;0.375;ID48_AdditionalTask_Foil_m_3y;did not ask;0.654;1.058
48;m;42;3;44;3;no;young;no;;no;yes, within 2 trials;7;yes;1;3;0.428571429;8;3;5;8;0.375;ID48_AdditionalTask_Foil_m_3y;did not ask;0.654;1.058
48;m;42;3;44;3;no;young;no;;no;yes, within 2 trials;8;no;0;3;0.375;8;3;5;8;0.375;ID48_AdditionalTask_Foil_m_3y;did not ask;0.654;1.058
50;f;43;3;45;3;no information;young;yes;stopped in additional trials warm up;yes;no, 3 out of 6 correct;1;;0;;;;;;;;ID50_AdditionalTask_Foil_f_3_Dropout;did not ask;;
51;f;41;3;43;3;no information;young;no;;no;yes, within 2 trials;1;no;0;0;0;8;4;4;8;0.5;ID51_AdditionalTask_Foil_f_3y_Dropout;;0.241;0.944
51;f;41;3;43;3;no information;young;no;;no;yes, within 2 trials;2;yes;1;1;0.5;8;4;4;8;0.5;ID51_AdditionalTask_Foil_f_3y_Dropout;;0.241;0.944
51;f;41;3;43;3;no information;young;no;;no;yes, within 2 trials;3;yes;1;2;0.666666667;8;4;4;8;0.5;ID51_AdditionalTask_Foil_f_3y_Dropout;;0.241;0.944
51;f;41;3;43;3;no information;young;no;;no;yes, within 2 trials;4;no;0;2;0.5;8;4;4;8;0.5;ID51_AdditionalTask_Foil_f_3y_Dropout;;0.241;0.944
51;f;41;3;43;3;no information;young;no;;no;yes, within 2 trials;5;no;0;2;0.4;8;4;4;8;0.5;ID51_AdditionalTask_Foil_f_3y_Dropout;;0.241;0.944
51;f;41;3;43;3;no information;young;no;;no;yes, within 2 trials;6;yes;1;3;0.5;8;4;4;8;0.5;ID51_AdditionalTask_Foil_f_3y_Dropout;;0.241;0.944
51;f;41;3;43;3;no information;young;no;;no;yes, within 2 trials;7;no;0;3;0.428571429;8;4;4;8;0.5;ID51_AdditionalTask_Foil_f_3y_Dropout;;0.241;0.944
51;f;41;3;43;3;no information;young;no;;no;yes, within 2 trials;8;yes;1;4;0.5;8;4;4;8;0.5;ID51_AdditionalTask_Foil_f_3y_Dropout;;0.241;0.944
53;f;42;3;44;3;no;young;no;;no;yes, within 2 trials;1;yes;1;1;1;8;7;1;8;0.875;ID53_AdditionalTask_Foil_f_3y;did not ask;;
53;f;42;3;44;3;no;young;no;;no;yes, within 2 trials;2;yes;1;2;1;8;7;1;8;0.875;ID53_AdditionalTask_Foil_f_3y;did not ask;;
53;f;42;3;44;3;no;young;no;;no;yes, within 2 trials;3;yes;1;3;1;8;7;1;8;0.875;ID53_AdditionalTask_Foil_f_3y;did not ask;;
53;f;42;3;44;3;no;young;no;;no;yes, within 2 trials;4;yes;1;4;1;8;7;1;8;0.875;ID53_AdditionalTask_Foil_f_3y;did not ask;;
53;f;42;3;44;3;no;young;no;;no;yes, within 2 trials;5;yes;1;5;1;8;7;1;8;0.875;ID53_AdditionalTask_Foil_f_3y;did not ask;;
53;f;42;3;44;3;no;young;no;;no;yes, within 2 trials;6;yes;1;6;1;8;7;1;8;0.875;ID53_AdditionalTask_Foil_f_3y;did not ask;;
53;f;42;3;44;3;no;young;no;;no;yes, within 2 trials;7;no;0;6;0.857142857;8;7;1;8;0.875;ID53_AdditionalTask_Foil_f_3y;did not ask;;
53;f;42;3;44;3;no;young;no;;no;yes, within 2 trials;8;yes;1;7;0.875;8;7;1;8;0.875;ID53_AdditionalTask_Foil_f_3y;did not ask;;
66;m;54;4;56;4;no;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;3;5;8;0.375;ID66_AdditionalTask_Foil_m_4y;did not ask;;
66;m;54;4;56;4;no;old;no;;no;yes, within 2 trials;2;no;0;1;0.5;8;3;5;8;0.375;ID66_AdditionalTask_Foil_m_4y;did not ask;;
66;m;54;4;56;4;no;old;no;;no;yes, within 2 trials;3;yes;1;2;0.666666667;8;3;5;8;0.375;ID66_AdditionalTask_Foil_m_4y;did not ask;;
66;m;54;4;56;4;no;old;no;;no;yes, within 2 trials;4;no;0;2;0.5;8;3;5;8;0.375;ID66_AdditionalTask_Foil_m_4y;did not ask;;
66;m;54;4;56;4;no;old;no;;no;yes, within 2 trials;5;yes;1;3;0.6;8;3;5;8;0.375;ID66_AdditionalTask_Foil_m_4y;did not ask;;
66;m;54;4;56;4;no;old;no;;no;yes, within 2 trials;6;no;0;3;0.5;8;3;5;8;0.375;ID66_AdditionalTask_Foil_m_4y;did not ask;;
66;m;54;4;56;4;no;old;no;;no;yes, within 2 trials;7;no;0;3;0.428571429;8;3;5;8;0.375;ID66_AdditionalTask_Foil_m_4y;did not ask;;
66;m;54;4;56;4;no;old;no;;no;yes, within 2 trials;8;no;0;3;0.375;8;3;5;8;0.375;ID66_AdditionalTask_Foil_m_4y;did not ask;;
67;m;47;3;49;4;no;young;no;;no;yes, within 2 trials;1;yes;1;1;1;8;6;2;8;0.75;ID67_AdditionalTask_Foil_m_3y;"did not ask, but during testing said ""purple"" even before the sticker was being hidden, so did not understand";;
67;m;47;3;49;4;no;young;no;;no;yes, within 2 trials;2;yes;1;2;1;8;6;2;8;0.75;ID67_AdditionalTask_Foil_m_3y;"did not ask, but during testing said ""purple"" even before the sticker was being hidden, so did not understand";;
67;m;47;3;49;4;no;young;no;;no;yes, within 2 trials;3;yes;1;3;1;8;6;2;8;0.75;ID67_AdditionalTask_Foil_m_3y;"did not ask, but during testing said ""purple"" even before the sticker was being hidden, so did not understand";;
67;m;47;3;49;4;no;young;no;;no;yes, within 2 trials;4;no;0;3;0.75;8;6;2;8;0.75;ID67_AdditionalTask_Foil_m_3y;"did not ask, but during testing said ""purple"" even before the sticker was being hidden, so did not understand";;
67;m;47;3;49;4;no;young;no;;no;yes, within 2 trials;5;yes;1;4;0.8;8;6;2;8;0.75;ID67_AdditionalTask_Foil_m_3y;"did not ask, but during testing said ""purple"" even before the sticker was being hidden, so did not understand";;
67;m;47;3;49;4;no;young;no;;no;yes, within 2 trials;6;yes;1;5;0.833333333;8;6;2;8;0.75;ID67_AdditionalTask_Foil_m_3y;"did not ask, but during testing said ""purple"" even before the sticker was being hidden, so did not understand";;
67;m;47;3;49;4;no;young;no;;no;yes, within 2 trials;7;no;0;5;0.714285714;8;6;2;8;0.75;ID67_AdditionalTask_Foil_m_3y;"did not ask, but during testing said ""purple"" even before the sticker was being hidden, so did not understand";;
67;m;47;3;49;4;no;young;no;;no;yes, within 2 trials;8;yes;1;6;0.75;8;6;2;8;0.75;ID67_AdditionalTask_Foil_m_3y;"did not ask, but during testing said ""purple"" even before the sticker was being hidden, so did not understand";;
68;f;48;4;50;4;no;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;6;2;8;0.75;ID68_AdditionalTask_Foil_f_4y;seemed to understand it, when she made the last error, she clearly did not pay attention. Q1: I don't really know;1.758;2.000
68;f;48;4;50;4;no;old;no;;no;yes, within 2 trials;2;yes;1;2;1;8;6;2;8;0.75;ID68_AdditionalTask_Foil_f_4y;seemed to understand it, when she made the last error, she clearly did not pay attention. Q1: I don't really know;1.758;2.000
