ID ;Gender;Age_months;Age_group;Midtesting_age_months;Midtesting_age_group;AdditionalSupportNeeds;Mediansplit_midtesting_entiresample;Dropout;Reason_Dropout;StoppedEarly;Warm-up.Crit.reached;Trial_Nr;Success;Trial_correct;CumulativeNrCorrectSearches;CumulativeProportionCorrect;Nr.AdministeredTestTrials;Test.NrCorrectTrials;Test.NrErrors;Sanitycheck.NrTrials;ProportionCorrect;Video;Comment;PC1;PC2
68;f;48;4;50;4;no;old;no;;no;yes, within 2 trials;3;yes;1;3;1;8;6;2;8;0.75;ID68_AdditionalTask_Foil_f_4y;seemed to understand it, when she made the last error, she clearly did not pay attention. Q1: I don't really know;1.758;2.000
68;f;48;4;50;4;no;old;no;;no;yes, within 2 trials;4;yes;1;4;1;8;6;2;8;0.75;ID68_AdditionalTask_Foil_f_4y;seemed to understand it, when she made the last error, she clearly did not pay attention. Q1: I don't really know;1.758;2.000
68;f;48;4;50;4;no;old;no;;no;yes, within 2 trials;5;yes;1;5;1;8;6;2;8;0.75;ID68_AdditionalTask_Foil_f_4y;seemed to understand it, when she made the last error, she clearly did not pay attention. Q1: I don't really know;1.758;2.000
68;f;48;4;50;4;no;old;no;;no;yes, within 2 trials;6;yes;1;6;1;8;6;2;8;0.75;ID68_AdditionalTask_Foil_f_4y;seemed to understand it, when she made the last error, she clearly did not pay attention. Q1: I don't really know;1.758;2.000
68;f;48;4;50;4;no;old;no;;no;yes, within 2 trials;7;no;0;6;0.857142857;8;6;2;8;0.75;ID68_AdditionalTask_Foil_f_4y;seemed to understand it, when she made the last error, she clearly did not pay attention. Q1: I don't really know;1.758;2.000
68;f;48;4;50;4;no;old;no;;no;yes, within 2 trials;8;no;0;6;0.75;8;6;2;8;0.75;ID68_AdditionalTask_Foil_f_4y;seemed to understand it, when she made the last error, she clearly did not pay attention. Q1: I don't really know;1.758;2.000
69;m;51;4;54;4;no;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;5;3;8;0.625;ID69_AdditionalTask_Foil_m_4y;did not ask;1.337;0.046
69;m;51;4;54;4;no;old;no;;no;yes, within 2 trials;2;yes;1;2;1;8;5;3;8;0.625;ID69_AdditionalTask_Foil_m_4y;did not ask;1.337;0.046
69;m;51;4;54;4;no;old;no;;no;yes, within 2 trials;3;no;0;2;0.666666667;8;5;3;8;0.625;ID69_AdditionalTask_Foil_m_4y;did not ask;1.337;0.046
69;m;51;4;54;4;no;old;no;;no;yes, within 2 trials;4;no;0;2;0.5;8;5;3;8;0.625;ID69_AdditionalTask_Foil_m_4y;did not ask;1.337;0.046
69;m;51;4;54;4;no;old;no;;no;yes, within 2 trials;5;no;0;2;0.4;8;5;3;8;0.625;ID69_AdditionalTask_Foil_m_4y;did not ask;1.337;0.046
69;m;51;4;54;4;no;old;no;;no;yes, within 2 trials;6;yes;1;3;0.5;8;5;3;8;0.625;ID69_AdditionalTask_Foil_m_4y;did not ask;1.337;0.046
69;m;51;4;54;4;no;old;no;;no;yes, within 2 trials;7;yes;1;4;0.571428571;8;5;3;8;0.625;ID69_AdditionalTask_Foil_m_4y;did not ask;1.337;0.046
69;m;51;4;54;4;no;old;no;;no;yes, within 2 trials;8;yes;1;5;0.625;8;5;3;8;0.625;ID69_AdditionalTask_Foil_m_4y;did not ask;1.337;0.046
70;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;3;5;8;0.375;ID70_AdditionalTask_Foil_f_4y;did not ask;-0.44;0.197
70;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;2;yes;1;2;1;8;3;5;8;0.375;ID70_AdditionalTask_Foil_f_4y;did not ask;-0.44;0.197
70;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;3;no;0;2;0.666666667;8;3;5;8;0.375;ID70_AdditionalTask_Foil_f_4y;did not ask;-0.44;0.197
70;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;4;no;0;2;0.5;8;3;5;8;0.375;ID70_AdditionalTask_Foil_f_4y;did not ask;-0.44;0.197
70;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;5;yes;1;3;0.6;8;3;5;8;0.375;ID70_AdditionalTask_Foil_f_4y;did not ask;-0.44;0.197
70;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;6;no;0;3;0.5;8;3;5;8;0.375;ID70_AdditionalTask_Foil_f_4y;did not ask;-0.44;0.197
70;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;7;no;0;3;0.428571429;8;3;5;8;0.375;ID70_AdditionalTask_Foil_f_4y;did not ask;-0.44;0.197
70;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;8;no;0;3;0.375;8;3;5;8;0.375;ID70_AdditionalTask_Foil_f_4y;did not ask;-0.44;0.197
71;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;4;4;8;0.5;ID71_AdditionalTask_Foil_f_4y;did not ask;0.559;-0.014
71;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;2;yes;1;2;1;8;4;4;8;0.5;ID71_AdditionalTask_Foil_f_4y;did not ask;0.559;-0.014
71;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;3;yes;1;3;1;8;4;4;8;0.5;ID71_AdditionalTask_Foil_f_4y;did not ask;0.559;-0.014
71;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;4;no;0;3;0.75;8;4;4;8;0.5;ID71_AdditionalTask_Foil_f_4y;did not ask;0.559;-0.014
71;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;5;no;0;3;0.6;8;4;4;8;0.5;ID71_AdditionalTask_Foil_f_4y;did not ask;0.559;-0.014
71;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;6;no;0;3;0.5;8;4;4;8;0.5;ID71_AdditionalTask_Foil_f_4y;did not ask;0.559;-0.014
71;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;7;yes;1;4;0.571428571;8;4;4;8;0.5;ID71_AdditionalTask_Foil_f_4y;did not ask;0.559;-0.014
71;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;8;no;0;4;0.5;8;4;4;8;0.5;ID71_AdditionalTask_Foil_f_4y;did not ask;0.559;-0.014
72;m;58;4;60;5;speech is not great and so can be difficult to understand sometimes;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;8;0;8;1;ID72_AdditionalTask_Foil_m_4y;"""I just noticed""";-1.160;0.807
72;m;58;4;60;5;speech is not great and so can be difficult to understand sometimes;old;no;;no;yes, within 2 trials;2;yes;1;2;1;8;8;0;8;1;ID72_AdditionalTask_Foil_m_4y;"""I just noticed""";-1.160;0.807
72;m;58;4;60;5;speech is not great and so can be difficult to understand sometimes;old;no;;no;yes, within 2 trials;3;yes;1;3;1;8;8;0;8;1;ID72_AdditionalTask_Foil_m_4y;"""I just noticed""";-1.160;0.807
72;m;58;4;60;5;speech is not great and so can be difficult to understand sometimes;old;no;;no;yes, within 2 trials;4;yes;1;4;1;8;8;0;8;1;ID72_AdditionalTask_Foil_m_4y;"""I just noticed""";-1.160;0.807
72;m;58;4;60;5;speech is not great and so can be difficult to understand sometimes;old;no;;no;yes, within 2 trials;5;yes;1;5;1;8;8;0;8;1;ID72_AdditionalTask_Foil_m_4y;"""I just noticed""";-1.160;0.807
72;m;58;4;60;5;speech is not great and so can be difficult to understand sometimes;old;no;;no;yes, within 2 trials;6;yes;1;6;1;8;8;0;8;1;ID72_AdditionalTask_Foil_m_4y;"""I just noticed""";-1.160;0.807
72;m;58;4;60;5;speech is not great and so can be difficult to understand sometimes;old;no;;no;yes, within 2 trials;7;yes;1;7;1;8;8;0;8;1;ID72_AdditionalTask_Foil_m_4y;"""I just noticed""";-1.160;0.807
72;m;58;4;60;5;speech is not great and so can be difficult to understand sometimes;old;no;;no;yes, within 2 trials;8;yes;1;8;1;8;8;0;8;1;ID72_AdditionalTask_Foil_m_4y;"""I just noticed""";-1.160;0.807
75;f;39;3;40;3;no;young;no;;no;yes, within 2 trials;1;yes;1;1;1;8;4;4;8;0.5;ID75_AdditionalTask_Foil_f_3y;;;
75;f;39;3;40;3;no;young;no;;no;yes, within 2 trials;2;yes;1;2;1;8;4;4;8;0.5;ID75_AdditionalTask_Foil_f_3y;;;
75;f;39;3;40;3;no;young;no;;no;yes, within 2 trials;3;yes;1;3;1;8;4;4;8;0.5;ID75_AdditionalTask_Foil_f_3y;;;
75;f;39;3;40;3;no;young;no;;no;yes, within 2 trials;4;no;0;3;0.75;8;4;4;8;0.5;ID75_AdditionalTask_Foil_f_3y;;;
75;f;39;3;40;3;no;young;no;;no;yes, within 2 trials;5;no;0;3;0.6;8;4;4;8;0.5;ID75_AdditionalTask_Foil_f_3y;;;
75;f;39;3;40;3;no;young;no;;no;yes, within 2 trials;6;yes;1;4;0.666666667;8;4;4;8;0.5;ID75_AdditionalTask_Foil_f_3y;;;
75;f;39;3;40;3;no;young;no;;no;yes, within 2 trials;7;no;0;4;0.571428571;8;4;4;8;0.5;ID75_AdditionalTask_Foil_f_3y;;;
75;f;39;3;40;3;no;young;no;;no;yes, within 2 trials;8;no;0;4;0.5;8;4;4;8;0.5;ID75_AdditionalTask_Foil_f_3y;;;
76;m;51;4;52;4;no;old;yes;saw E bait the cups through the camera;no;yes, within 2 trials;1;yes;1;1;1;13;11;2;13;0.846153846;ID76_AdditionalTask_Foil_m_4y_Dropout;;-1.120;-0.044
76;m;51;4;52;4;no;old;yes;saw E bait the cups through the camera;no;yes, within 2 trials;2;yes;1;2;1;13;11;2;13;0.846153846;ID76_AdditionalTask_Foil_m_4y_Dropout;;-1.120;-0.044
76;m;51;4;52;4;no;old;yes;saw E bait the cups through the camera;no;yes, within 2 trials;3;yes;1;3;1;13;11;2;13;0.846153846;ID76_AdditionalTask_Foil_m_4y_Dropout;;-1.120;-0.044
76;m;51;4;52;4;no;old;yes;saw E bait the cups through the camera;no;yes, within 2 trials;4;no;0;3;0.75;13;11;2;13;0.846153846;ID76_AdditionalTask_Foil_m_4y_Dropout;;-1.120;-0.044
76;m;51;4;52;4;no;old;yes;saw E bait the cups through the camera;no;yes, within 2 trials;5;yes;1;4;0.8;13;11;2;13;0.846153846;ID76_AdditionalTask_Foil_m_4y_Dropout;;-1.120;-0.044
76;m;51;4;52;4;no;old;yes;saw E bait the cups through the camera;no;yes, within 2 trials;6;yes;1;5;0.833333333;13;11;2;13;0.846153846;ID76_AdditionalTask_Foil_m_4y_Dropout;;-1.120;-0.044
76;m;51;4;52;4;no;old;yes;saw E bait the cups through the camera;no;yes, within 2 trials;7;yes;1;6;0.857142857;13;11;2;13;0.846153846;ID76_AdditionalTask_Foil_m_4y_Dropout;;-1.120;-0.044
76;m;51;4;52;4;no;old;yes;saw E bait the cups through the camera;no;yes, within 2 trials;8;yes;1;7;0.875;13;11;2;13;0.846153846;ID76_AdditionalTask_Foil_m_4y_Dropout;;-1.120;-0.044
76;m;51;4;52;4;no;old;yes;saw E bait the cups through the camera;no;yes, within 2 trials;9;no;0;7;0.777777778;13;11;2;13;0.846153846;ID76_AdditionalTask_Foil_m_4y_Dropout;;-1.120;-0.044
76;m;51;4;52;4;no;old;yes;saw E bait the cups through the camera;no;yes, within 2 trials;10;yes;1;8;0.8;13;11;2;13;0.846153846;ID76_AdditionalTask_Foil_m_4y_Dropout;;-1.120;-0.044
76;m;51;4;52;4;no;old;yes;saw E bait the cups through the camera;no;yes, within 2 trials;11;yes;1;9;0.818181818;13;11;2;13;0.846153846;ID76_AdditionalTask_Foil_m_4y_Dropout;;-1.120;-0.044
76;m;51;4;52;4;no;old;yes;saw E bait the cups through the camera;no;yes, within 2 trials;12;yes;1;10;0.833333333;13;11;2;13;0.846153846;ID76_AdditionalTask_Foil_m_4y_Dropout;;-1.120;-0.044
76;m;51;4;52;4;no;old;yes;saw E bait the cups through the camera;no;yes, within 2 trials;13;yes;1;11;0.846153846;13;11;2;13;0.846153846;ID76_AdditionalTask_Foil_m_4y_Dropout;;-1.120;-0.044
77;f;41;3;42;3;no information;young;no;;no;yes, within 2 trials;1;yes;1;1;1;8;2;6;8;0.25;ID77_AdditionalTask_Foil_f_3y;;0.841;1.397
77;f;41;3;42;3;no information;young;no;;no;yes, within 2 trials;2;yes;1;2;1;8;2;6;8;0.25;ID77_AdditionalTask_Foil_f_3y;;0.841;1.397
77;f;41;3;42;3;no information;young;no;;no;yes, within 2 trials;3;no;0;2;0.666666667;8;2;6;8;0.25;ID77_AdditionalTask_Foil_f_3y;;0.841;1.397
77;f;41;3;42;3;no information;young;no;;no;yes, within 2 trials;4;no;0;2;0.5;8;2;6;8;0.25;ID77_AdditionalTask_Foil_f_3y;;0.841;1.397
77;f;41;3;42;3;no information;young;no;;no;yes, within 2 trials;5;no;0;2;0.4;8;2;6;8;0.25;ID77_AdditionalTask_Foil_f_3y;;0.841;1.397
77;f;41;3;42;3;no information;young;no;;no;yes, within 2 trials;6;no;0;2;0.333333333;8;2;6;8;0.25;ID77_AdditionalTask_Foil_f_3y;;0.841;1.397
77;f;41;3;42;3;no information;young;no;;no;yes, within 2 trials;7;no;0;2;0.285714286;8;2;6;8;0.25;ID77_AdditionalTask_Foil_f_3y;;0.841;1.397
77;f;41;3;42;3;no information;young;no;;no;yes, within 2 trials;8;no;0;2;0.25;8;2;6;8;0.25;ID77_AdditionalTask_Foil_f_3y;;0.841;1.397
78;m;41;3;43;3;no;young;no;;no;yes, within 2 trials;1;yes;1;1;1;8;6;2;8;0.75;ID78_AdditionalTask_Foil_m_3y;Q1: I didn't look in that one. Q2: no answer;;
78;m;41;3;43;3;no;young;no;;no;yes, within 2 trials;2;no;0;1;0.5;8;6;2;8;0.75;ID78_AdditionalTask_Foil_m_3y;Q1: I didn't look in that one. Q2: no answer;;
78;m;41;3;43;3;no;young;no;;no;yes, within 2 trials;3;yes;1;2;0.666666667;8;6;2;8;0.75;ID78_AdditionalTask_Foil_m_3y;Q1: I didn't look in that one. Q2: no answer;;
78;m;41;3;43;3;no;young;no;;no;yes, within 2 trials;4;yes;1;3;0.75;8;6;2;8;0.75;ID78_AdditionalTask_Foil_m_3y;Q1: I didn't look in that one. Q2: no answer;;
78;m;41;3;43;3;no;young;no;;no;yes, within 2 trials;5;yes;1;4;0.8;8;6;2;8;0.75;ID78_AdditionalTask_Foil_m_3y;Q1: I didn't look in that one. Q2: no answer;;
78;m;41;3;43;3;no;young;no;;no;yes, within 2 trials;6;yes;1;5;0.833333333;8;6;2;8;0.75;ID78_AdditionalTask_Foil_m_3y;Q1: I didn't look in that one. Q2: no answer;;
78;m;41;3;43;3;no;young;no;;no;yes, within 2 trials;7;yes;1;6;0.857142857;8;6;2;8;0.75;ID78_AdditionalTask_Foil_m_3y;Q1: I didn't look in that one. Q2: no answer;;
78;m;41;3;43;3;no;young;no;;no;yes, within 2 trials;8;no;0;6;0.75;8;6;2;8;0.75;ID78_AdditionalTask_Foil_m_3y;Q1: I didn't look in that one. Q2: no answer;;
79;f;45;3;46;3;no;young;no;;no;yes, within 2 trials;1;yes;1;1;1;8;6;2;8;0.75;ID79_AdditionalTask_Foil_f_3y;gave no answer to question where sticker is, did not get impression that she understood it;-2.157;0.678
79;f;45;3;46;3;no;young;no;;no;yes, within 2 trials;2;yes;1;2;1;8;6;2;8;0.75;ID79_AdditionalTask_Foil_f_3y;gave no answer to question where sticker is, did not get impression that she understood it;-2.157;0.678
79;f;45;3;46;3;no;young;no;;no;yes, within 2 trials;3;no;0;2;0.666666667;8;6;2;8;0.75;ID79_AdditionalTask_Foil_f_3y;gave no answer to question where sticker is, did not get impression that she understood it;-2.157;0.678
79;f;45;3;46;3;no;young;no;;no;yes, within 2 trials;4;no;0;2;0.5;8;6;2;8;0.75;ID79_AdditionalTask_Foil_f_3y;gave no answer to question where sticker is, did not get impression that she understood it;-2.157;0.678
79;f;45;3;46;3;no;young;no;;no;yes, within 2 trials;5;yes;1;3;0.6;8;6;2;8;0.75;ID79_AdditionalTask_Foil_f_3y;gave no answer to question where sticker is, did not get impression that she understood it;-2.157;0.678
79;f;45;3;46;3;no;young;no;;no;yes, within 2 trials;6;yes;1;4;0.666666667;8;6;2;8;0.75;ID79_AdditionalTask_Foil_f_3y;gave no answer to question where sticker is, did not get impression that she understood it;-2.157;0.678
79;f;45;3;46;3;no;young;no;;no;yes, within 2 trials;7;yes;1;5;0.714285714;8;6;2;8;0.75;ID79_AdditionalTask_Foil_f_3y;gave no answer to question where sticker is, did not get impression that she understood it;-2.157;0.678
79;f;45;3;46;3;no;young;no;;no;yes, within 2 trials;8;yes;1;6;0.75;8;6;2;8;0.75;ID79_AdditionalTask_Foil_f_3y;gave no answer to question where sticker is, did not get impression that she understood it;-2.157;0.678
80;f;43;3;45;3;no information;young;no;;no;yes, within 2 trials;1;no;0;0;0;8;4;4;8;0.5;ID80_AdditionalTask_Foil_f_3y_part1, ID80_AdditionalTask_Foil_f_3y_part2;video stopped because memory card was full;1.449;0.224
80;f;43;3;45;3;no information;young;no;;no;yes, within 2 trials;2;no;0;0;0;8;4;4;8;0.5;ID80_AdditionalTask_Foil_f_3y_part1, ID80_AdditionalTask_Foil_f_3y_part3;video stopped because memory card was full;1.449;0.224
80;f;43;3;45;3;no information;young;no;;no;yes, within 2 trials;3;no;0;0;0;8;4;4;8;0.5;ID80_AdditionalTask_Foil_f_3y_part1, ID80_AdditionalTask_Foil_f_3y_part4;video stopped because memory card was full;1.449;0.224
80;f;43;3;45;3;no information;young;no;;no;yes, within 2 trials;4;no;0;0;0;8;4;4;8;0.5;ID80_AdditionalTask_Foil_f_3y_part1, ID80_AdditionalTask_Foil_f_3y_part5;video stopped because memory card was full;1.449;0.224
80;f;43;3;45;3;no information;young;no;;no;yes, within 2 trials;5;yes;1;1;0.2;8;4;4;8;0.5;ID80_AdditionalTask_Foil_f_3y_part1, ID80_AdditionalTask_Foil_f_3y_part6;video stopped because memory card was full;1.449;0.224
80;f;43;3;45;3;no information;young;no;;no;yes, within 2 trials;6;yes;1;2;0.333333333;8;4;4;8;0.5;ID80_AdditionalTask_Foil_f_3y_part1, ID80_AdditionalTask_Foil_f_3y_part7;video stopped because memory card was full;1.449;0.224
80;f;43;3;45;3;no information;young;no;;no;yes, within 2 trials;7;yes;1;3;0.428571429;8;4;4;8;0.5;ID80_AdditionalTask_Foil_f_3y_part1, ID80_AdditionalTask_Foil_f_3y_part8;video stopped because memory card was full;1.449;0.224
80;f;43;3;45;3;no information;young;no;;no;yes, within 2 trials;8;yes;1;4;0.5;8;4;4;8;0.5;ID80_AdditionalTask_Foil_f_3y_part1, ID80_AdditionalTask_Foil_f_3y_part9;video stopped because memory card was full;1.449;0.224
81;m;42;3;44;3;no;young;no;;no;yes, within 7 trials;1;no;0;0;0;8;5;3;8;0.625;ID81_AdditionalTask_Foil_m_3y;video stopped because memory card was full;;
81;m;42;3;44;3;no;young;no;;no;yes, within 7 trials;2;yes;1;1;0.5;8;5;3;8;0.625;ID81_AdditionalTask_Foil_m_3y;;;
81;m;42;3;44;3;no;young;no;;no;yes, within 7 trials;3;yes;1;2;0.666666667;8;5;3;8;0.625;ID81_AdditionalTask_Foil_m_3y;;;
81;m;42;3;44;3;no;young;no;;no;yes, within 7 trials;4;yes;1;3;0.75;8;5;3;8;0.625;ID81_AdditionalTask_Foil_m_3y;;;
81;m;42;3;44;3;no;young;no;;no;yes, within 7 trials;5;yes;1;4;0.8;8;5;3;8;0.625;ID81_AdditionalTask_Foil_m_3y;;;
81;m;42;3;44;3;no;young;no;;no;yes, within 7 trials;6;yes;1;5;0.833333333;8;5;3;8;0.625;ID81_AdditionalTask_Foil_m_3y;;;
81;m;42;3;44;3;no;young;no;;no;yes, within 7 trials;7;no;0;5;0.714285714;8;5;3;8;0.625;ID81_AdditionalTask_Foil_m_3y;;;
81;m;42;3;44;3;no;young;no;;no;yes, within 7 trials;8;no;0;5;0.625;8;5;3;8;0.625;ID81_AdditionalTask_Foil_m_3y;;;
83;f;50;4;52;4;no information;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;6;2;8;0.75;ID83_AdditionalTask_Foil_f_4y;Q1: I picked the colour Q2: Because I liked the favourite colour;;
83;f;50;4;52;4;no information;old;no;;no;yes, within 2 trials;2;no;0;1;0.5;8;6;2;8;0.75;ID83_AdditionalTask_Foil_f_4y;Q1: I picked the colour Q2: Because I liked the favourite colour;;
83;f;50;4;52;4;no information;old;no;;no;yes, within 2 trials;3;no;0;1;0.333333333;8;6;2;8;0.75;ID83_AdditionalTask_Foil_f_4y;Q1: I picked the colour Q2: Because I liked the favourite colour;;
83;f;50;4;52;4;no information;old;no;;no;yes, within 2 trials;4;yes;1;2;0.5;8;6;2;8;0.75;ID83_AdditionalTask_Foil_f_4y;Q1: I picked the colour Q2: Because I liked the favourite colour;;
83;f;50;4;52;4;no information;old;no;;no;yes, within 2 trials;5;yes;1;3;0.6;8;6;2;8;0.75;ID83_AdditionalTask_Foil_f_4y;Q1: I picked the colour Q2: Because I liked the favourite colour;;
83;f;50;4;52;4;no information;old;no;;no;yes, within 2 trials;6;yes;1;4;0.666666667;8;6;2;8;0.75;ID83_AdditionalTask_Foil_f_4y;Q1: I picked the colour Q2: Because I liked the favourite colour;;
83;f;50;4;52;4;no information;old;no;;no;yes, within 2 trials;7;yes;1;5;0.714285714;8;6;2;8;0.75;ID83_AdditionalTask_Foil_f_4y;Q1: I picked the colour Q2: Because I liked the favourite colour;;
83;f;50;4;52;4;no information;old;no;;no;yes, within 2 trials;8;yes;1;6;0.75;8;6;2;8;0.75;ID83_AdditionalTask_Foil_f_4y;Q1: I picked the colour Q2: Because I liked the favourite colour;;
84;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;5;3;8;0.625;ID84_AdditionalTask_Foil_f_4y;gave no answer to question where sticker is;;
84;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;2;yes;1;2;1;8;5;3;8;0.625;ID84_AdditionalTask_Foil_f_4y;gave no answer to question where sticker is;;
84;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;3;no;0;2;0.666666667;8;5;3;8;0.625;ID84_AdditionalTask_Foil_f_4y;gave no answer to question where sticker is;;
84;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;4;yes;1;3;0.75;8;5;3;8;0.625;ID84_AdditionalTask_Foil_f_4y;gave no answer to question where sticker is;;
84;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;5;yes;1;4;0.8;8;5;3;8;0.625;ID84_AdditionalTask_Foil_f_4y;gave no answer to question where sticker is;;
84;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;6;yes;1;5;0.833333333;8;5;3;8;0.625;ID84_AdditionalTask_Foil_f_4y;gave no answer to question where sticker is;;
84;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;7;no;0;5;0.714285714;8;5;3;8;0.625;ID84_AdditionalTask_Foil_f_4y;gave no answer to question where sticker is;;
84;f;50;4;52;4;no;old;no;;no;yes, within 2 trials;8;no;0;5;0.625;8;5;3;8;0.625;ID84_AdditionalTask_Foil_f_4y;gave no answer to question where sticker is;;
86;m;49;4;52;4;no;old;no;;no;yes, within 2 trials;1;no;0;0;0;8;3;5;8;0.375;ID86_AdditionalTask_Foil_m_4y;did not ask;;
86;m;49;4;52;4;no;old;no;;no;yes, within 2 trials;2;no;0;0;0;8;3;5;8;0.375;ID86_AdditionalTask_Foil_m_4y;did not ask;;
86;m;49;4;52;4;no;old;no;;no;yes, within 2 trials;3;yes;1;1;0.333333333;8;3;5;8;0.375;ID86_AdditionalTask_Foil_m_4y;did not ask;;
86;m;49;4;52;4;no;old;no;;no;yes, within 2 trials;4;yes;1;2;0.5;8;3;5;8;0.375;ID86_AdditionalTask_Foil_m_4y;did not ask;;
