ID;Gender;AgeMonths_midtesting;AgeGroup_midtesting;Mediansplit_midtesting_entiresample;Dropout;StoppedGame;Phase;Trial;AverageDistanceAcrossTestTrials;NurseryCode;TestingLocation
30;m;52;4;old;no;no;Test;12;0.52;6;Fife
31;f;44;3;young;no;no;Warm-up;1;1.005;6;Fife
31;f;44;3;young;no;no;Warm-up;2;1.005;6;Fife
31;f;44;3;young;no;no;Test;1;1.005;6;Fife
31;f;44;3;young;no;no;Test;2;1.005;6;Fife
31;f;44;3;young;no;no;Test;3;1.005;6;Fife
31;f;44;3;young;no;no;Test;4;1.005;6;Fife
31;f;44;3;young;no;no;Test;5;1.005;6;Fife
31;f;44;3;young;no;no;Test;6;1.005;6;Fife
31;f;44;3;young;no;no;Test;7;1.005;6;Fife
31;f;44;3;young;no;no;Test;8;1.005;6;Fife
31;f;44;3;young;no;no;Test;9;1.005;6;Fife
31;f;44;3;young;no;no;Test;10;1.005;6;Fife
31;f;44;3;young;no;no;Test;11;1.005;6;Fife
31;f;44;3;young;no;no;Test;12;1.005;6;Fife
32;f;43;3;young;no;no;Warm-up;1;0.853;6;Fife
32;f;43;3;young;no;no;Warm-up;2;0.853;6;Fife
32;f;43;3;young;no;no;Test;1;0.853;6;Fife
32;f;43;3;young;no;no;Test;2;0.853;6;Fife
32;f;43;3;young;no;no;Test;3;0.853;6;Fife
32;f;43;3;young;no;no;Test;4;0.853;6;Fife
32;f;43;3;young;no;no;Test;5;0.853;6;Fife
32;f;43;3;young;no;no;Test;6;0.853;6;Fife
32;f;43;3;young;no;no;Test;7;0.853;6;Fife
32;f;43;3;young;no;no;Test;8;0.853;6;Fife
32;f;43;3;young;no;no;Test;9;0.853;6;Fife
32;f;43;3;young;no;no;Test;10;0.853;6;Fife
32;f;43;3;young;no;no;Test;11;0.853;6;Fife
32;f;43;3;young;no;no;Test;12;0.853;6;Fife
33;f;47;3;young;yes;yes, in the middle of the 8th test trial;Warm-up;1;0.782;6;Fife
33;f;47;3;young;yes;yes, in the middle of the 8th test trial;Warm-up;2;0.782;6;Fife
33;f;47;3;young;yes;yes, in the middle of the 8th test trial;Test;1;0.782;6;Fife
33;f;47;3;young;yes;yes, in the middle of the 8th test trial;Test;2;0.782;6;Fife
33;f;47;3;young;yes;yes, in the middle of the 8th test trial;Test;3;0.782;6;Fife
33;f;47;3;young;yes;yes, in the middle of the 8th test trial;Test;4;0.782;6;Fife
33;f;47;3;young;yes;yes, in the middle of the 8th test trial;Test;5;0.782;6;Fife
33;f;47;3;young;yes;yes, in the middle of the 8th test trial;Test;6;0.782;6;Fife
33;f;47;3;young;yes;yes, in the middle of the 8th test trial;Test;7;0.782;6;Fife
34;f;46;3;young;no;yes, after 9 test trials;Warm-up;1;1.424;6;Fife
34;f;46;3;young;no;yes, after 9 test trials;Warm-up;2;1.424;6;Fife
34;f;46;3;young;no;yes, after 9 test trials;Test;1;1.424;6;Fife
34;f;46;3;young;no;yes, after 9 test trials;Test;2;1.424;6;Fife
34;f;46;3;young;no;yes, after 9 test trials;Test;3;1.424;6;Fife
34;f;46;3;young;no;yes, after 9 test trials;Test;4;1.424;6;Fife
34;f;46;3;young;no;yes, after 9 test trials;Test;5;1.424;6;Fife
34;f;46;3;young;no;yes, after 9 test trials;Test;6;1.424;6;Fife
34;f;46;3;young;no;yes, after 9 test trials;Test;7;1.424;6;Fife
34;f;46;3;young;no;yes, after 9 test trials;Test;8;1.424;6;Fife
34;f;46;3;young;no;yes, after 9 test trials;Test;9;1.424;6;Fife
35;m;38;3;young;no;no;Warm-up;1;0.887;6;Fife
35;m;38;3;young;no;no;Warm-up;2;0.887;6;Fife
35;m;38;3;young;no;no;Test;1;0.887;6;Fife
35;m;38;3;young;no;no;Test;2;0.887;6;Fife
35;m;38;3;young;no;no;Test;3;0.887;6;Fife
35;m;38;3;young;no;no;Test;4;0.887;6;Fife
35;m;38;3;young;no;no;Test;5;0.887;6;Fife
35;m;38;3;young;no;no;Test;6;0.887;6;Fife
35;m;38;3;young;no;no;Test;7;0.887;6;Fife
35;m;38;3;young;no;no;Test;8;0.887;6;Fife
35;m;38;3;young;no;no;Test;9;0.887;6;Fife
35;m;38;3;young;no;no;Test;10;0.887;6;Fife
35;m;38;3;young;no;no;Test;11;0.887;6;Fife
35;m;38;3;young;no;no;Test;12;0.887;6;Fife
36;m;41;3;young;no;no;Warm-up;1;1.236;6;Fife
36;m;41;3;young;no;no;Warm-up;2;1.236;6;Fife
36;m;41;3;young;no;no;Test;1;1.236;6;Fife
36;m;41;3;young;no;no;Test;2;1.236;6;Fife
36;m;41;3;young;no;no;Test;3;1.236;6;Fife
36;m;41;3;young;no;no;Test;4;1.236;6;Fife
36;m;41;3;young;no;no;Test;5;1.236;6;Fife
36;m;41;3;young;no;no;Test;6;1.236;6;Fife
36;m;41;3;young;no;no;Test;7;1.236;6;Fife
36;m;41;3;young;no;no;Test;8;1.236;6;Fife
36;m;41;3;young;no;no;Test;9;1.236;6;Fife
36;m;41;3;young;no;no;Test;10;1.236;6;Fife
36;m;41;3;young;no;no;Test;11;1.236;6;Fife
36;m;41;3;young;no;no;Test;12;1.236;6;Fife
37;f;40;3;young;no;no;Warm-up;1;1.045;6;Fife
37;f;40;3;young;no;no;Warm-up;2;1.045;6;Fife
37;f;40;3;young;no;no;Test;1;1.045;6;Fife
37;f;40;3;young;no;no;Test;2;1.045;6;Fife
37;f;40;3;young;no;no;Test;3;1.045;6;Fife
37;f;40;3;young;no;no;Test;4;1.045;6;Fife
37;f;40;3;young;no;no;Test;5;1.045;6;Fife
37;f;40;3;young;no;no;Test;6;1.045;6;Fife
37;f;40;3;young;no;no;Test;7;1.045;6;Fife
37;f;40;3;young;no;no;Test;8;1.045;6;Fife
37;f;40;3;young;no;no;Test;9;1.045;6;Fife
37;f;40;3;young;no;no;Test;10;1.045;6;Fife
37;f;40;3;young;no;no;Test;11;1.045;6;Fife
37;f;40;3;young;no;no;Test;12;1.045;6;Fife
38;m;46;3;young;no;no;Warm-up;1;0.618;4;Edinburgh
38;m;46;3;young;no;no;Warm-up;2;0.618;4;Edinburgh
38;m;46;3;young;no;no;Test;1;0.618;4;Edinburgh
38;m;46;3;young;no;no;Test;2;0.618;4;Edinburgh
38;m;46;3;young;no;no;Test;3;0.618;4;Edinburgh
38;m;46;3;young;no;no;Test;4;0.618;4;Edinburgh
38;m;46;3;young;no;no;Test;5;0.618;4;Edinburgh
38;m;46;3;young;no;no;Test;6;0.618;4;Edinburgh
38;m;46;3;young;no;no;Test;7;0.618;4;Edinburgh
38;m;46;3;young;no;no;Test;8;0.618;4;Edinburgh
38;m;46;3;young;no;no;Test;9;0.618;4;Edinburgh
38;m;46;3;young;no;no;Test;10;0.618;4;Edinburgh
38;m;46;3;young;no;no;Test;11;0.618;4;Edinburgh
38;m;46;3;young;no;no;Test;12;0.618;4;Edinburgh
40;f;54;4;old;no;no;Warm-up;1;0.437;4;Edinburgh
40;f;54;4;old;no;no;Warm-up;2;0.437;4;Edinburgh
40;f;54;4;old;no;no;Test;1;0.437;4;Edinburgh
40;f;54;4;old;no;no;Test;2;0.437;4;Edinburgh
40;f;54;4;old;no;no;Test;3;0.437;4;Edinburgh
40;f;54;4;old;no;no;Test;4;0.437;4;Edinburgh
40;f;54;4;old;no;no;Test;5;0.437;4;Edinburgh
40;f;54;4;old;no;no;Test;6;0.437;4;Edinburgh
40;f;54;4;old;no;no;Test;7;0.437;4;Edinburgh
40;f;54;4;old;no;no;Test;8;0.437;4;Edinburgh
40;f;54;4;old;no;no;Test;9;0.437;4;Edinburgh
40;f;54;4;old;no;no;Test;10;0.437;4;Edinburgh
40;f;54;4;old;no;no;Test;11;0.437;4;Edinburgh
40;f;54;4;old;no;no;Test;12;0.437;4;Edinburgh
41;m;54;4;old;no;no;Warm-up;1;0.167;4;Edinburgh
41;m;54;4;old;no;no;Warm-up;2;0.167;4;Edinburgh
41;m;54;4;old;no;no;Test;1;0.167;4;Edinburgh
41;m;54;4;old;no;no;Test;2;0.167;4;Edinburgh
41;m;54;4;old;no;no;Test;3;0.167;4;Edinburgh
41;m;54;4;old;no;no;Test;4;0.167;4;Edinburgh
41;m;54;4;old;no;no;Test;5;0.167;4;Edinburgh
41;m;54;4;old;no;no;Test;6;0.167;4;Edinburgh
41;m;54;4;old;no;no;Test;7;0.167;4;Edinburgh
41;m;54;4;old;no;no;Test;8;0.167;4;Edinburgh
41;m;54;4;old;no;no;Test;9;0.167;4;Edinburgh
41;m;54;4;old;no;no;Test;10;0.167;4;Edinburgh
41;m;54;4;old;no;no;Test;11;0.167;4;Edinburgh
41;m;54;4;old;no;no;Test;12;0.167;4;Edinburgh
42;f;56;4;old;no;no;Warm-up;1;0.858;4;Edinburgh
42;f;56;4;old;no;no;Warm-up;2;0.858;4;Edinburgh
42;f;56;4;old;no;no;Test;1;0.858;4;Edinburgh
42;f;56;4;old;no;no;Test;2;0.858;4;Edinburgh
42;f;56;4;old;no;no;Test;3;0.858;4;Edinburgh
42;f;56;4;old;no;no;Test;4;0.858;4;Edinburgh
42;f;56;4;old;no;no;Test;5;0.858;4;Edinburgh
42;f;56;4;old;no;no;Test;6;0.858;4;Edinburgh
42;f;56;4;old;no;no;Test;7;0.858;4;Edinburgh
42;f;56;4;old;no;no;Test;8;0.858;4;Edinburgh
42;f;56;4;old;no;no;Test;9;0.858;4;Edinburgh
42;f;56;4;old;no;no;Test;10;0.858;4;Edinburgh
42;f;56;4;old;no;no;Test;11;0.858;4;Edinburgh
42;f;56;4;old;no;no;Test;12;0.858;4;Edinburgh
43;m;40;3;young;no;no;Warm-up;1;0.75;4;Edinburgh
43;m;40;3;young;no;no;Warm-up;2;0.75;4;Edinburgh
43;m;40;3;young;no;no;Test;1;0.75;4;Edinburgh
43;m;40;3;young;no;no;Test;2;0.75;4;Edinburgh
43;m;40;3;young;no;no;Test;3;0.75;4;Edinburgh
43;m;40;3;young;no;no;Test;4;0.75;4;Edinburgh
43;m;40;3;young;no;no;Test;5;0.75;4;Edinburgh
43;m;40;3;young;no;no;Test;6;0.75;4;Edinburgh
43;m;40;3;young;no;no;Test;7;0.75;4;Edinburgh
43;m;40;3;young;no;no;Test;8;0.75;4;Edinburgh
43;m;40;3;young;no;no;Test;9;0.75;4;Edinburgh
43;m;40;3;young;no;no;Test;10;0.75;4;Edinburgh
43;m;40;3;young;no;no;Test;11;0.75;4;Edinburgh
43;m;40;3;young;no;no;Test;12;0.75;4;Edinburgh
44;m;43;3;young;no;no;Warm-up;1;1.143;4;Edinburgh
44;m;43;3;young;no;no;Warm-up;2;1.143;4;Edinburgh
44;m;43;3;young;no;no;Test;1;1.143;4;Edinburgh
44;m;43;3;young;no;no;Test;2;1.143;4;Edinburgh
44;m;43;3;young;no;no;Test;3;1.143;4;Edinburgh
44;m;43;3;young;no;no;Test;4;1.143;4;Edinburgh
44;m;43;3;young;no;no;Test;5;1.143;4;Edinburgh
44;m;43;3;young;no;no;Test;6;1.143;4;Edinburgh
44;m;43;3;young;no;no;Test;7;1.143;4;Edinburgh
44;m;43;3;young;no;no;Test;8;1.143;4;Edinburgh
44;m;43;3;young;no;no;Test;9;1.143;4;Edinburgh
44;m;43;3;young;no;no;Test;10;1.143;4;Edinburgh
44;m;43;3;young;no;no;Test;11;1.143;4;Edinburgh
44;m;43;3;young;no;no;Test;12;1.143;4;Edinburgh
45;f;51;4;old;no;no;Warm-up;1;0.804;5;Fife
45;f;51;4;old;no;no;Warm-up;2;0.804;5;Fife
45;f;51;4;old;no;no;Test;1;0.804;5;Fife
45;f;51;4;old;no;no;Test;2;0.804;5;Fife
45;f;51;4;old;no;no;Test;3;0.804;5;Fife
45;f;51;4;old;no;no;Test;4;0.804;5;Fife
45;f;51;4;old;no;no;Test;5;0.804;5;Fife
45;f;51;4;old;no;no;Test;6;0.804;5;Fife
45;f;51;4;old;no;no;Test;7;0.804;5;Fife
45;f;51;4;old;no;no;Test;8;0.804;5;Fife
45;f;51;4;old;no;no;Test;9;0.804;5;Fife
45;f;51;4;old;no;no;Test;10;0.804;5;Fife
45;f;51;4;old;no;no;Test;11;0.804;5;Fife
45;f;51;4;old;no;no;Test;12;0.804;5;Fife
46;f;50;4;old;no;no;Warm-up;1;0.569;5;Fife
46;f;50;4;old;no;no;Warm-up;2;0.569;5;Fife
46;f;50;4;old;no;no;Test;1;0.569;5;Fife
46;f;50;4;old;no;no;Test;2;0.569;5;Fife
46;f;50;4;old;no;no;Test;3;0.569;5;Fife
46;f;50;4;old;no;no;Test;4;0.569;5;Fife
46;f;50;4;old;no;no;Test;5;0.569;5;Fife
46;f;50;4;old;no;no;Test;6;0.569;5;Fife
46;f;50;4;old;no;no;Test;7;0.569;5;Fife
46;f;50;4;old;no;no;Test;8;0.569;5;Fife
46;f;50;4;old;no;no;Test;9;0.569;5;Fife
46;f;50;4;old;no;no;Test;10;0.569;5;Fife
46;f;50;4;old;no;no;Test;11;0.569;5;Fife
46;f;50;4;old;no;no;Test;12;0.569;5;Fife
47;f;54;4;old;no;no;Warm-up;1;1.324;5;Fife
47;f;54;4;old;no;no;Warm-up;2;1.324;5;Fife
47;f;54;4;old;no;no;Test;1;1.324;5;Fife
47;f;54;4;old;no;no;Test;2;1.324;5;Fife
47;f;54;4;old;no;no;Test;3;1.324;5;Fife
47;f;54;4;old;no;no;Test;4;1.324;5;Fife
47;f;54;4;old;no;no;Test;5;1.324;5;Fife
47;f;54;4;old;no;no;Test;6;1.324;5;Fife
47;f;54;4;old;no;no;Test;7;1.324;5;Fife
47;f;54;4;old;no;no;Test;8;1.324;5;Fife
47;f;54;4;old;no;no;Test;9;1.324;5;Fife
47;f;54;4;old;no;no;Test;10;1.324;5;Fife
47;f;54;4;old;no;no;Test;11;1.324;5;Fife
47;f;54;4;old;no;no;Test;12;1.324;5;Fife
48;m;44;3;young;no;no;Warm-up;1;1.074;5;Fife
48;m;44;3;young;no;no;Warm-up;2;1.074;5;Fife
48;m;44;3;young;no;no;Test;1;1.074;5;Fife
48;m;44;3;young;no;no;Test;2;1.074;5;Fife
48;m;44;3;young;no;no;Test;3;1.074;5;Fife
48;m;44;3;young;no;no;Test;4;1.074;5;Fife
48;m;44;3;young;no;no;Test;5;1.074;5;Fife
48;m;44;3;young;no;no;Test;6;1.074;5;Fife
48;m;44;3;young;no;no;Test;7;1.074;5;Fife
48;m;44;3;young;no;no;Test;8;1.074;5;Fife
48;m;44;3;young;no;no;Test;9;1.074;5;Fife
48;m;44;3;young;no;no;Test;10;1.074;5;Fife
48;m;44;3;young;no;no;Test;11;1.074;5;Fife
48;m;44;3;young;no;no;Test;12;1.074;5;Fife
51;f;43;3;young;no;no;Warm-up;1;0.902;6;Fife
51;f;43;3;young;no;no;Warm-up;2;0.902;6;Fife
51;f;43;3;young;no;no;Test;1;0.902;6;Fife
51;f;43;3;young;no;no;Test;2;0.902;6;Fife
51;f;43;3;young;no;no;Test;3;0.902;6;Fife
51;f;43;3;young;no;no;Test;4;0.902;6;Fife
51;f;43;3;young;no;no;Test;5;0.902;6;Fife
51;f;43;3;young;no;no;Test;6;0.902;6;Fife
51;f;43;3;young;no;no;Test;7;0.902;6;Fife
51;f;43;3;young;no;no;Test;8;0.902;6;Fife
51;f;43;3;young;no;no;Test;9;0.902;6;Fife
51;f;43;3;young;no;no;Test;10;0.902;6;Fife
51;f;43;3;young;no;no;Test;11;0.902;6;Fife
51;f;43;3;young;no;no;Test;12;0.902;6;Fife
52;f;43;3;young;no;no;Warm-up;1;1.260;7;Fife
52;f;43;3;young;no;no;Warm-up;2;1.260;7;Fife
52;f;43;3;young;no;no;Test;1;1.260;7;Fife
52;f;43;3;young;no;no;Test;2;1.260;7;Fife
52;f;43;3;young;no;no;Test;3;1.260;7;Fife
52;f;43;3;young;no;no;Test;4;1.260;7;Fife
52;f;43;3;young;no;no;Test;5;1.260;7;Fife
52;f;43;3;young;no;no;Test;6;1.260;7;Fife
52;f;43;3;young;no;no;Test;7;1.260;7;Fife
52;f;43;3;young;no;no;Test;8;1.260;7;Fife
52;f;43;3;young;no;no;Test;9;1.260;7;Fife
52;f;43;3;young;no;no;Test;10;1.260;7;Fife
52;f;43;3;young;no;no;Test;11;1.260;7;Fife
52;f;43;3;young;no;no;Test;12;1.260;7;Fife
53;f;44;3;young;no;no;Warm-up;1;0.456;7;Fife
53;f;44;3;young;no;no;Warm-up;2;0.456;7;Fife
53;f;44;3;young;no;no;Test;1;0.456;7;Fife
53;f;44;3;young;no;no;Test;2;0.456;7;Fife
53;f;44;3;young;no;no;Test;3;0.456;7;Fife
53;f;44;3;young;no;no;Test;4;0.456;7;Fife
53;f;44;3;young;no;no;Test;5;0.456;7;Fife
53;f;44;3;young;no;no;Test;6;0.456;7;Fife
53;f;44;3;young;no;no;Test;7;0.456;7;Fife
53;f;44;3;young;no;no;Test;8;0.456;7;Fife
53;f;44;3;young;no;no;Test;9;0.456;7;Fife
53;f;44;3;young;no;no;Test;10;0.456;7;Fife
53;f;44;3;young;no;no;Test;11;0.456;7;Fife
53;f;44;3;young;no;no;Test;12;0.456;7;Fife
54;m;52;4;old;no;no;Warm-up;1;0.52;8;Edinburgh
54;m;52;4;old;no;no;Warm-up;2;0.52;8;Edinburgh
54;m;52;4;old;no;no;Test;1;0.52;8;Edinburgh
54;m;52;4;old;no;no;Test;2;0.52;8;Edinburgh
54;m;52;4;old;no;no;Test;3;0.52;8;Edinburgh
54;m;52;4;old;no;no;Test;4;0.52;8;Edinburgh
54;m;52;4;old;no;no;Test;5;0.52;8;Edinburgh
54;m;52;4;old;no;no;Test;6;0.52;8;Edinburgh
54;m;52;4;old;no;no;Test;7;0.52;8;Edinburgh
54;m;52;4;old;no;no;Test;8;0.52;8;Edinburgh
54;m;52;4;old;no;no;Test;9;0.52;8;Edinburgh
54;m;52;4;old;no;no;Test;10;0.52;8;Edinburgh
54;m;52;4;old;no;no;Test;11;0.52;8;Edinburgh
54;m;52;4;old;no;no;Test;12;0.52;8;Edinburgh
55;m;44;3;young;no;no;Warm-up;1;0.804;8;Edinburgh
55;m;44;3;young;no;no;Warm-up;2;0.804;8;Edinburgh
55;m;44;3;young;no;no;Test;1;0.804;8;Edinburgh
55;m;44;3;young;no;no;Test;2;0.804;8;Edinburgh
55;m;44;3;young;no;no;Test;3;0.804;8;Edinburgh
55;m;44;3;young;no;no;Test;4;0.804;8;Edinburgh
55;m;44;3;young;no;no;Test;5;0.804;8;Edinburgh
55;m;44;3;young;no;no;Test;6;0.804;8;Edinburgh
55;m;44;3;young;no;no;Test;7;0.804;8;Edinburgh
55;m;44;3;young;no;no;Test;8;0.804;8;Edinburgh
55;m;44;3;young;no;no;Test;9;0.804;8;Edinburgh
55;m;44;3;young;no;no;Test;10;0.804;8;Edinburgh
55;m;44;3;young;no;no;Test;11;0.804;8;Edinburgh
55;m;44;3;young;no;no;Test;12;0.804;8;Edinburgh
56;m;44;3;young;no;no;Warm-up;1;0.902;8;Edinburgh
56;m;44;3;young;no;no;Warm-up;2;0.902;8;Edinburgh
56;m;44;3;young;no;no;Test;1;0.902;8;Edinburgh
56;m;44;3;young;no;no;Test;2;0.902;8;Edinburgh
56;m;44;3;young;no;no;Test;3;0.902;8;Edinburgh
56;m;44;3;young;no;no;Test;4;0.902;8;Edinburgh
56;m;44;3;young;no;no;Test;5;0.902;8;Edinburgh
56;m;44;3;young;no;no;Test;6;0.902;8;Edinburgh
56;m;44;3;young;no;no;Test;7;0.902;8;Edinburgh
56;m;44;3;young;no;no;Test;8;0.902;8;Edinburgh
56;m;44;3;young;no;no;Test;9;0.902;8;Edinburgh
56;m;44;3;young;no;no;Test;10;0.902;8;Edinburgh
56;m;44;3;young;no;no;Test;11;0.902;8;Edinburgh
56;m;44;3;young;no;no;Test;12;0.902;8;Edinburgh
58;m;51;4;old;no;no;Warm-up;1;0.534;8;Edinburgh
58;m;51;4;old;no;no;Warm-up;2;0.534;8;Edinburgh
58;m;51;4;old;no;no;Test;1;0.534;8;Edinburgh
58;m;51;4;old;no;no;Test;2;0.534;8;Edinburgh
58;m;51;4;old;no;no;Test;3;0.534;8;Edinburgh
58;m;51;4;old;no;no;Test;4;0.534;8;Edinburgh
58;m;51;4;old;no;no;Test;5;0.534;8;Edinburgh
58;m;51;4;old;no;no;Test;6;0.534;8;Edinburgh
58;m;51;4;old;no;no;Test;7;0.534;8;Edinburgh
58;m;51;4;old;no;no;Test;8;0.534;8;Edinburgh
58;m;51;4;old;no;no;Test;9;0.534;8;Edinburgh
58;m;51;4;old;no;no;Test;10;0.534;8;Edinburgh
58;m;51;4;old;no;no;Test;11;0.534;8;Edinburgh
58;m;51;4;old;no;no;Test;12;0.534;8;Edinburgh
59;m;53;4;old;no;no;Warm-up;1;0.52;8;Edinburgh
59;m;53;4;old;no;no;Warm-up;2;0.52;8;Edinburgh
59;m;53;4;old;no;no;Test;1;0.52;8;Edinburgh
59;m;53;4;old;no;no;Test;2;0.52;8;Edinburgh
59;m;53;4;old;no;no;Test;3;0.52;8;Edinburgh
59;m;53;4;old;no;no;Test;4;0.52;8;Edinburgh
59;m;53;4;old;no;no;Test;5;0.52;8;Edinburgh
59;m;53;4;old;no;no;Test;6;0.52;8;Edinburgh
59;m;53;4;old;no;no;Test;7;0.52;8;Edinburgh
59;m;53;4;old;no;no;Test;8;0.52;8;Edinburgh
59;m;53;4;old;no;no;Test;9;0.52;8;Edinburgh
59;m;53;4;old;no;no;Test;10;0.52;8;Edinburgh
59;m;53;4;old;no;no;Test;11;0.52;8;Edinburgh
59;m;53;4;old;no;no;Test;12;0.52;8;Edinburgh
60;m;49;4;young;no;no;Warm-up;1;1.053;8;Edinburgh
60;m;49;4;young;no;no;Warm-up;2;1.053;8;Edinburgh
60;m;49;4;young;no;no;Test;1;1.053;8;Edinburgh
60;m;49;4;young;no;no;Test;2;1.053;8;Edinburgh
60;m;49;4;young;no;no;Test;3;1.053;8;Edinburgh
60;m;49;4;young;no;no;Test;4;1.053;8;Edinburgh
60;m;49;4;young;no;no;Test;5;1.053;8;Edinburgh
60;m;49;4;young;no;no;Test;6;1.053;8;Edinburgh
60;m;49;4;young;no;no;Test;7;1.053;8;Edinburgh
